8,0.010900420714285713,0.0042070596428571425,0.0,0.0,0.0,0.0,0.0,0.01322247
11,0.0,0.0,0.0,0.004586242258064516,0.0,0.0,0.0,0.0029857190322580642
18,0.01695621,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,0.0,0.0,0.0,0.0,0.0,0.0,0.01771348222222222,0.0
27,0.007266947142857142,0.0,0.0,0.0,0.0,0.0,0.02277447714285714,0.0
28,0.0,0.0,0.0,0.0,0.0,0.0,0.01226318,0.0
30,0.0,0.0,0.0,0.0,0.0012434745977011495,0.010831969655172413,0.020156721149425287,0.0
80,0.006936631363636364,0.0,0.0,0.0,0.0,0.0026772197727272726,0.0,0.0
82,0.0,0.0036811771875,0.0,0.0,0.0,0.0,0.034873418125,0.0
94,0.0010242006040268455,0.0,0.0,0.0,0.0,0.0,0.06847628026845637,0.0
98,0.0,0.0,0.0,0.0,0.0,0.0,0.031884268,0.0
99,0.01606377789473684,0.0,0.0,0.0,0.0,0.0,0.025171790526315786,0.0
101,0.0,0.0,0.0,0.0,0.0,0.0,0.05693619285714285,0.0
107,0.0,0.0,0.0,0.0,0.0,0.0,0.0199276675,0.0
110,0.010900420714285713,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,0.00401594447368421,0.0,0.002880640526315789,0.0,0.0,0.003099938684210526,0.020976492105263155,0.0
112,0.0,0.0,0.0,0.008885844375,0.0,0.0,0.0,0.0
115,0.0,0.006544314999999999,0.0,0.0,0.0,0.0,0.0,0.0
117,0.0,0.0,0.0,0.0,0.0,0.0,0.0127537072,0.0
119,0.0,0.0,0.0,0.0,0.0,0.0,0.013285111666666665,0.0
120,0.008478105,0.0,0.0,0.0,0.0,0.0,0.03764114972222222,0.0
123,0.0013504946017699115,0.0031273717699115042,0.0,0.0,0.0,0.001042457256637168,0.0028216166371681415,0.0
124,0.022890883499999997,0.0,0.0,0.0,0.0,0.0,0.007971067,0.0
194,0.00897681705882353,0.0,0.0,0.0,0.0,0.006929274705882353,0.00937772588235294,0.0
212,0.010006943606557378,0.0,0.0,0.0,0.0,0.0,0.03136157508196721,0.0
236,0.0059264423300970865,0.0,0.0010627605825242717,0.0,0.0,0.002287333398058252,0.01238224,0.0017972289320388349
